,Topic,Words,Frequency,Timestamp
764,5,"cognitive, water maze, cognitive extension, multiple realization, molecular",7,2010
765,6,"modality, contingentist, mapping, possible worlds, extract",8,2010
766,7,"decision theory, theory, causal decision, choice, expected",12,2010
767,8,"metaphysical indeterminacy, indeterminacy, metaphysical, quantum mechanics, mechanics",5,2010
768,9,"account tensed, tensed belief, absence orthodoxy, time, argument presentism",5,2010
769,10,"species, biological, species category, population thinking, function trait",6,2010
770,11,"internal factors, overall psychological, individuals overall, quotation, utterances",9,2010
771,12,"philosophy science, philosophy, philosophers science, research, trust",10,2010
772,13,"causation, causal, actual causation, causes, state changes",10,2010
773,14,"contextualism, taste, relative truth, intuitions disagreement, knowledge",6,2010
774,15,"scientific, transcendental arguments, theories, scientific realism, gene",8,2010
775,16,"perceptual, perceptual experience, perception, properties, shaped",6,2010
776,17,"logics, validity, defeasible logic, rules, semantics",2,2010
777,18,"mereological, simples, heterogeneous simples, parthood, mereology",12,2010
778,20,"emotion shame, failure live, emotions, standards norms, accomplishments",2,2010
779,21,"concept strategy, phenomenal concept, objects object, object dependent, dependent properties",2,2010
780,22,"vagueness, vague, unclarity, borderline cases, order vagueness",8,2010
781,23,"Wieland, Langton, race, identify groups, Hornsbys",5,2010
782,24,"colour, phenomenal concepts, Travis, concepts, conflicts color",6,2010
783,25,"fission, substance concept, normative practices, persons, Olson",4,2010
784,26,"fictional, creative hypothesis, fiction, person fictional, fictional narratives",6,2010
785,27,"knowledge, Counter Closure, know, principle, warrant",5,2010
786,28,"disagreement, peer disagreement, conformity, epistemic, reliability",6,2010
787,29,"art, non art, failed art, art objects, object theory",4,2010
788,30,"God, theism, IT services, religious music, traditional Christianity",6,2010
789,31,"Mind Argument, free, psychological laws, determinism, choice anything",3,2010
790,32,"Naturalism Irreligion, Skepticism Naturalism, Treatise Skepticism, Russells Riddle, Humes Treatise",1,2010
791,33,"meaning, Wittgenstein, scepticism Kripke, argument lucid, success sceptical",1,2010
792,34,"Kant, Kants, self, space outside, Paralogisms",3,2010
793,35,"perceptual knowledge, conceptualism, relevant alternatives, knowledge discrimination, McDowell",2,2010
794,36,"indicative conditionals, If house, shabby, soon look, look quite",7,2010
795,37,"ontological, merely verbal, almost nothings, metaontological dispute, deflationists",3,2010
796,38,"internalism, Bergmann, construal internalism, weak construal, construal",3,2010
797,39,"Field, liar paradox, truth, paradoxes, Zardini",4,2010
798,40,"realization, realization relation, causation, mental causation, piggyback principle",6,2010
799,41,"Kurdish, Aristotelian, law, Aristotelian logical, Kurdish schools",2,2010
800,42,"agents, dynamic, resource bounded, explicit knowledge, logics",5,2010
801,44,"sceptical, hands, skepticism, Borei, sceptical challenges",4,2010
802,46,"Bennett Hypothesis, might counterfactuals, Hypothesis, counterfactuals, counterfactuals Bennett",1,2010
803,47,"anti Humean, laws nature, metaphysically contingent, contingent truths, Metaphysical necessity",2,2010
804,49,"explanatory, seek tell, ambitious theories, explanations, sensitivity",2,2010
805,50,"determinate concept, concept possession, argue Bealer, intuition philosophy, possession",2,2010
806,51,"Denyer recent, criticisms Nicholas, paper replies, unity proposition, propositions",1,2010
807,52,"endurantism, Argument Temporary, give Weak, Temporary Intrinsics, Temporary",3,2010
808,53,"testimony, Fricker, deception, psychology deception, policy trusting",1,2010
809,54,"mirrored understanding, empathy, neurons monkeys, intentional understanding, discovery called",2,2010
810,55,"hit targets, cannot hit, intentionally, player knows, skilled activity",3,2010
811,56,"centered content, extending Stalnaker, assertions centered, evaluated truth, content assertion",2,2010
812,57,"deflationism, truth, nonfactualism, approach reconciliation, theorems",5,2010
813,58,"concepts, conceptual, Machery, engineering, based theories",4,2010
814,59,"Our Stories, species, preservation, self expression, preservation species",3,2010
815,60,"memory, personal memory, episodic, episodic memory, constructive processes",2,2010
816,61,"finks masks, habitual analysis, paradigmatic dispositions, Faras habitual, disposition manifesting",4,2010
817,62,"property theory, worlds, attitudes, objections, non existence",2,2010
818,64,"Descartes, Cottingham, Meditations, Catholic, Descartess",1,2010
819,65,"philosophical definition, deceive, standard philosophical, lie, lie philosophers",1,2010
820,66,"incompossibility, Leibniz anti, corporeal substances, conscious, metaphysical dependence",5,2010
821,68,"Zeno like, isomorphic, grounding, predicaments problem, paradoxes still",1,2010
822,69,"scientific, value practice, representation, scientific models, scientific representation",7,2010
823,70,"status metaphysics, Fraassen concerning, metaphysics Scientific, questions posed, Scientific Representation",1,2010
824,71,"itch, hurting, Scratch, proscribe, toe",3,2010
825,72,"Sleeping Beauty, Dutch book, Beauty problem, 12, book made",8,2010
826,73,"nature probability, essential formal, compares conflict, concept randomness, concepts Section",2,2010
827,75,"knowability, Dummett, Fitchs, Fitchs paradox, knowable",10,2010
828,76,"cp laws, metalinguistic knowledge, laws, natural kinds, length",2,2010
829,77,"fundamental properties, turn Lewis, explanation conservation, matter debates, debates knowledge",2,2010
830,78,"qualia, phenomenal properties, theorists, qualia theorists, representational properties",1,2010
831,79,"Frege, acknowledging truth, judging acknowledging, concept paradox, mirroring principle",2,2010
832,80,"epistemic modals, informational consequence, epistemic, informational, suppose Yalcin",2,2010
833,81,"luck, luck program, improbability, anti luck, although detrimental",1,2010
834,82,"Moorean, pragmatic paradox, Moorean sentences, Davies, third person",2,2010
835,83,"truthmaker, truthmakers, Possibility principle, composed, makes true",4,2010
836,84,"style, Widerker, alternative possibilities, otherwise, Principle Alternative",5,2010
837,86,"manipulation, Case Argument, Four Case, manipulation arguments, Perebooms argument",2,2010
838,88,"analytic synthetic, Quine, Bolzanos views, priori knowledge, analytic",2,2010
839,-1,"truth, philosophy, paper, theory, argument",196,2011
840,0,"normative, ethics, value, argue, ethical",42,2011
841,1,"belief, evidence, epistemic, epistemic reasons, Bayesian",14,2011
842,2,"axioms, graphical structuralism, structuralism, well orderings, meta mathematical",11,2011
843,3,"Philosophy 89, Philosophy, 2011 Philosophy, Kripke, June",48,2011
844,4,"ought, desires, normative, internalism, view",16,2011
845,5,"mechanistic, cognitive, parity principle, cognition, extended mind",9,2011
846,6,"modal, modality, possible worlds, modal epistemology, essentialism",15,2011
847,7,"game, choice, weak expectations, decision theory, agents",10,2011
848,8,"quantum, physics, Everettian, quantum mechanics, underdetermination",8,2011
849,9,"time, Mellor, temporal, time passes, times",12,2011
850,10,"selection, natural selection, evolutionary, biological, emergence",11,2011
851,11,"reflexive truth, subsentences, free enrichment, utterance, speech",3,2011
852,12,"scientific, severity, collective scientific, non experts, hypothesis",4,2011
853,13,"causal, causation, causal minimality, interventionist, exclusion",8,2011
854,14,"contextualism, pattern intuitions, contextual, aesthetic, principle knowledge",9,2011
855,15,"scientific, realism, scientific realism, theories, realist",16,2011
856,16,"perceptual, Ismael, sensory phenomenology, perceptual experience, perceptual content",6,2011
857,17,"harmony, Tennant, Harmony requirement, notion harmony, quantifier rules",6,2011
858,18,"proper parts, parthood, Compositionalism, pluralist, composition",7,2011
859,19,"responsibility, holding responsible, moral responsibility, blame, two faces",5,2011
860,20,"reactive, love, reactive love, interaction lover, lover",5,2011
861,21,"physicalism, ascriptivism, physicalists, truths, concepts",8,2011
862,22,"vagueness, Harry bald, order vagueness, borderline, supervaluationism",8,2011
863,24,"colour, color vision, color illusion, illusion, inverted spectrum",3,2011
864,25,"complex view, psychological continuity, many one, personal identity, brainstem",6,2011
865,26,"fictional characters, imaginative, imaginings, characters, fiction",4,2011
866,27,"closure, infallibilism, fallibilism, knows, CKAs",5,2011
867,28,"disagreement, epistemic, compromise, peer disagreement, rational",5,2011
868,29,"aesthetic, art, artistic, source aesthetic, aesthetic value",4,2011
869,30,"God, God existence, business, heaven, organization",6,2011
870,31,"libertarianism, Basic Argument, free, Against, causal libertarianism",6,2011
871,32,"Miracle Argument, globe, underdetermination, transient, induction",3,2011
872,33,"Wittgenstein, private language, insubstantial, interpretation, ostensive definition",4,2011
873,34,"Kant, idealism, possibility compatibility, transcendental idealism, perceptual awareness",4,2011
874,35,"perceptual, Gupta, perception, justification, Empiricism Experience",7,2011
875,36,"posteriori speakers, posteriori, seems posteriori, lights priori, priori seems",2,2011
876,37,"formal ontology, ontological, ontology, metametaphysical questions, simple ontological",3,2011
877,38,"Goldman argument, internalism, dilemma, awareness internalism, help fix",2,2011
878,39,"truth, paradoxes, sentences, revenge, liar paradox",7,2011
879,40,"mental causation, causation, overdetermination, causal, realization",6,2011
880,42,"pal, dynamic, agents, glue logic, public announcement",4,2011
881,43,"virtue, intellectual, virtues, cognitive goal, knowledge",5,2011
882,44,"evidence argument, external world, argument, scepticism, skeptical",5,2011
883,45,"authorship, minimal account, relation holding, held authorship, relative works",1,2011
884,46,"counterfactuals, counterfactual, biconditionals, coming obtain, semantics",5,2011
885,47,"meta laws, displacements, cover meta, order laws, spacetime symmetries",1,2011
886,48,"know propositional, propositional knowledge, functional role, knowledge, knowledge fail",1,2011
887,49,"whole science, biological sciences, provide integrative, limb My, Each expresses",1,2011
888,50,"judgements, intuitive judgements, intuitions, experiences, attitudes dispositions",2,2011
889,51,"predicate abstraction, yield sentence, expression combines, syntax, conveying mixed",1,2011
890,52,"temporal parts, persisting objects, persisting, objects, perdurance",3,2011
891,54,"simulationist, simulationist theories, theories mindreading, natural selection, simulation theory",2,2011
892,55,"Di Nucci, action, others routine, gears, pointed cases",1,2011
893,56,"account assertion, act demonstration, assertions, speech, constructive type",6,2011
894,57,"causal correspondence, systematic practical, systematically successful, deflationary view, truth",1,2011
895,58,"conceptual analysis, conceptual, expressivist, given concept, theory conceptual",1,2011
896,59,"specie aeternitatis, standards meaningfulness, meaningfulness, cosmos, lives",2,2011
897,60,"memory, epistemic theory, theory memory, memory false, response three",3,2011
898,61,"dispositions, Manley, conditional analysis, analysis, analysis dispositions",4,2011
899,62,"de, attitudes, independence, world individual, formulae independent",3,2011
900,63,"nonconceptual structures, nonconceptual, concepts analogous, analogous nonconceptual, notion introspective",3,2011
901,64,"Cartesianism, Descartes, Cartesianism knowledge, Cartesianism true, must reasons",1,2011
902,65,"lie, knowledge lie, Heart, deceive, knowledge lies",1,2011
903,66,"theory monads, Leibnizs metaphysics, substance, Spinoza, developmental reading",1,2011
904,67,"anti individualism, Peter reasoning, Validity Requirement, individualism, Requirement",1,2011
905,69,"scientific, modeling, theories, entities, scientific realism",3,2011
906,71,"heterogeneity, motivational theory, theory pleasure, pain, wrong backwards",1,2011
907,72,"Beauty, Sleeping, Sleeping Beauty, coin, wakes",3,2011
908,73,"probability, probabilities, counterfactual probability, deterministic, probabilities theories",4,2011
909,74,"coherence, produce justification, truth conducive, beliefs, measures coherence",2,2011
910,76,"chocolate, rigid, rigidity, general terms, credal assignments",3,2011
911,77,"dispositional, Argument Science, properties, dispositional essentialist, laws nature",2,2011
912,78,"consciousness, higher order, phenomenal consciousness, self representational, theory consciousness",4,2011
913,79,"composed senses, compositionally complex, thoughts compositionally, second position, composed",1,2011
914,80,"challenge cases, range, resolution contextual, context selects, sentence single",1,2011
915,81,"anti luck, Proposal, luck platitude, Knowing, platitude",1,2011
916,82,"justification believe, conservatism, Moores proof, Moore, believe conservatism",3,2011
917,83,"truthmaking, formulated combined, concerned reductive, truths poses, truthmaking formulated",1,2011
918,84,"clear Jones, alternative possibilities, wants, principle alternative, style cases",3,2011
919,85,"bodily, bodily action, Many Problem, perceptual, perceptual experience",3,2011
920,86,"Ernie, moral responsibility, compatibilist conditions, acting freely, conditions acting",3,2011
921,87,"avowals, immune error, IEM, first person, error",2,2011
922,88,"Quine, truth convention, indispensible natural, Quine criticisms, naturalistically acceptable",2,2011
923,-1,"paper, argue, theory, belief, account",199,2012
924,0,"moral, normative, political, liberalism, argue",43,2012
925,1,"evidence, epistemic, knowledge, beliefs, rational",36,2012
926,2,"mathematics, diagrams, geometry, Kepler, proofs",30,2012
927,3,"Philosophy, names, September Philosophy, Philosophy Ahead, Print Philosophy",42,2012
928,4,"ought, rationality, desires, normative, agency",16,2012
929,5,"situated, non neural, cognitive, Supersizing Mind, cognition",2,2012
930,6,"modality, possible worlds, essence, metaphysical, propositions",15,2012
931,7,"decision theory, theory, strategies, game, rationality",16,2012
932,8,"quantum, quantum mechanics, dimensional space, spacetime, relativity",13,2012
933,9,"presentism, times, presentist, propositions, grounding argument",13,2012
934,10,"emergence, biological, emergent, biology, organization",16,2012
935,11,"linguistic, quotation, languages, context, MUMPS",9,2012
936,12,"philosophy, disciplinary philosophy, authorship, papers, disciplinary",2,2012
937,13,"causal, causation, basing relation, ceteris paribus, basing",12,2012
938,14,"contextualism, context, contextualist, epistemic contextualism, contextualists",13,2012
939,15,"understanding factive, scientific understanding, producing scientific, quasi factive, idealizations producing",2,2012
940,16,"perceptual, properties, space, visual, perceptual experience",7,2012
941,17,"sequents, conclusion sequents, inference, Implicit Definition, logics",12,2012
942,18,"composition, restrictivist, bare particulars, statue, properties",6,2012
943,19,"responsibility, skeptical arguments, moral responsibility, forth novel, according judgments",1,2012
944,20,"emotions, lyrical emotions, trigger emotions, epistemic personhood, humility requires",5,2012
945,21,"anti physicalist, superfunctionality, Phenomenal Concept, consciousness, physicalism",4,2012
946,22,"vagueness, theory vagueness, semantic, intension, indeterminacy",7,2012
947,23,"race debate, biological racial, racial realism, real biological, kind biology",1,2012
948,24,"colour, phenomenological character, qualia, monitoring, colour representation",4,2012
949,25,"identity, ﬁssion, persons, personal identity, animalism",7,2012
950,26,"imaginativeness, fictional, imagination, imaginative, pretense",9,2012
951,27,"knowledge, Wright, Gettier cases, belief, fallibilism",7,2012
952,28,"Conciliationism, Uniqueness, reasoning equal, uniqueness theses, indifference reasoning",2,2012
953,29,"art, race mismatching, cinema, aesthetic value, aesthetic defect",5,2012
954,30,"God, choice Godless, Himself Who, Godless, borne removed",4,2012
955,31,"free, skepticism, control, free skepticism, libertarianism",5,2012
956,32,"Hume, religions, popular religions, justification religious, artificial virtues",3,2012
957,33,"Wittgenstein, ways mutually, ethics language, ruminative argumentative, study issues",2,2012
958,34,"geometrical, geometry, Kant theory, spatial intuition, space attempt",2,2012
959,35,"perceptual knowledge, scepticism, beliefs, reasonable response, justification dogmatism",2,2012
960,36,"conditional, Ramsey Test, indicative conditionals, indicatives, Diachronic DBAs",9,2012
961,37,"evaluative questions, questions, Much seems, competing philosophical, questions comparative",1,2012
962,38,"internalism, externalism, content externalism, counterpart propositions, internal difference",3,2012
963,39,"liar, liar paradox, truth, semantic paradoxes, sentences",6,2012
964,40,"causation, exclusion problem, causal, causal work, realization",5,2012
965,42,"action models, action, multi agent, action emulation, emulation",7,2012
966,43,"virtue, virtues, virtue epistemology, epistemology, virtue function",3,2012
967,44,"skepticism, scepticism, Conservativist, external world, propositions environment",7,2012
968,45,"rationality, collective acts, may evaluated, collective rationality, individuals groups",1,2012
969,46,"counterfactuals, causal modeling, counterfactual reasoning, counterfactual identity, modeling semantics",6,2012
970,48,"knowledge, wisdom, practical, species claim, genus species",5,2012
971,49,"explanations, lacuna relate, explain effect, choice explanandum, relate existing",1,2012
972,50,"philosophical, epistemic intuitions, philosophy, intuitions philosophy, traditional philosophical",4,2012
973,51,"propositions, proposition talk, believes thinks, error theoretic, clauses",3,2012
974,52,"problem temporary, temporary intrinsics, intrinsics, McTaggart argument, indexing",2,2012
975,53,"testimony, testifiers, value evidence, recipients testimony, informant",4,2012
976,54,"mindreading, mirror neurons, neurons, theory mind, mirror",5,2012
977,55,"Authorship view, Are reasons, causes action, reasons causes, causalist",2,2012
978,56,"assertion, epistemic norm, assert, knowledge account, account assertion",5,2012
979,58,"Conceptualism, pursued armchair, purely basis, discipline pursued, form Conceptualism",1,2012
980,59,"life, meaningfulness, life meaningful, meaningful life, good human",3,2012
981,60,"memory, Bernecker, nostalgia, Proustian nostalgia, nostalgia directed",2,2012
982,61,"dispositional, disposition, dispositional analyses, dispositionalcategorical distinction, dispositionalcategorical",5,2012
983,62,"whatsuch entities, beliefreport, referring Moreover, case agentbelieves, beliefreports relevant",1,2012
984,63,"Numbers Hallucinations, Azzounis Talking, symposium Jody, Hallucinations Fictions, Hallucinations",1,2012
985,64,"Descartes, Descartess, medieval, consciousness, epistemic circularity",6,2012
986,65,"lying, misleading, conditionals, lying morally, implicatures",2,2012
987,66,"Spinoza, Leibniz gave, necessitarianism, materialist conclusion, definition perception",4,2012
988,68,"attempt regiment, astrology defend, virtue others, project identifying, astrology",1,2012
989,70,"metaphysics, naturalistic metaphysics, science, metaphysical, non naturalistic",6,2012
990,71,"affective phenomenology, qualia theory, phenomenology, directed beliefs, functionalism qualia",3,2012
991,72,"third solution, countable additivity, Sleeping, Sleeping Beauty, additivity",2,2012
992,73,"mechanistic probability, FFF mechanistic, mechanistic, many drawbacks, theories helps",1,2012
993,74,"coherence, reliability conducive, conducive, coherence measures, Stoneham",3,2012
994,75,"Church Fitch, Fitch, knowability, mathcalK, knowability logic",1,2012
995,76,"rigidity, general term, term, rigid designators, natural kind",4,2012
996,77,"quidditism, dispositional, austere quidditism, dispositional monism, structuralism",3,2012
997,78,"functionally equivalent, absent qualia, shows Principle, cases inconceivable, qualia cases",1,2012
998,79,"isomorphism epistemic, sameness Fregean, intensional isomorphism, criterion sameness, epistemic equipollence",1,2012
999,80,"modal, explore treatment, systems meet, Quinean epistemology, Quine epistemic",2,2012
1000,81,"luck, consider theorists, epistemology explaining, questions interests, examples political",1,2012
1001,82,"anti skeptical, Mooreanism, Mooreanism Lehrer, argument skeptic, coherentism foundationalism",1,2012
1002,83,"maximalism, maximalists, truthmaker, non maximalists, something existence",1,2012
1003,84,"PAP, Frankfurt type, type counterexamples, flicker defense, type",2,2012
1004,85,"bodily, inner experience, emotions tactile, bodily experience, tactile experiences",1,2012
1005,86,"manipulation, moral responsibility, incompatibilism, compatibilism, determinism",5,2012
1006,88,"analyticity, analytic, analysis explication, explains differences, question analyticity",1,2012
1007,-1,"argue, paper, truth, knowledge, account",194,2013
1008,0,"moral, normative, value, argue, morality",76,2013
1009,1,"belief, epistemic, beliefs, evidence, justification",52,2013
1010,2,"mathematics, numbers, productivity principle, proofs, undecidability",15,2013
1011,3,"reference, Predicate, View, Philosophy, disquotationalist",23,2013
1012,4,"reasons, ought, normative, motivational, rationality",21,2013
1013,5,"passivity, Clark, cognition, Merleau Ponty, cognitive vehicles",3,2013
1014,6,"impossible worlds, necessity, modality, logic, metaphysical",25,2013
1015,7,"choice, decision theory, theory, preference, game",14,2013
1016,8,"quantum mechanics, bundles, ontology, Einstein, properties",11,2013
1017,9,"temporal, theory time, order duration, temporal experience, past",12,2013
1018,10,"genes, population level, biology, chromosomes, concerning transmission",8,2013
1019,11,"communication, semantic, linguistic, language, context",12,2013
1020,12,"interdisciplinary, research, philosophy science, interdisciplinarity, interdisciplinary research",9,2013
1021,13,"causation, causal, negative causation, causes, difference making",8,2013
1022,14,"contextualism, knowledge, relativism, blindness, epistemic",11,2013
1023,15,"scientific, pessimistic induction, pragmatic norms, Fahrbach, induction",9,2013
1024,16,"visual, perceptual, seeing, experiences, perceptual content",10,2013
1025,17,"logic, classical logic, formalization, Consequence Argument, validity",8,2013
1026,18,"mereology, identity, parthood, composition, object identical",8,2013
1027,19,"responsibility, moral responsibility, responsible, blame, morally responsible",13,2013
1028,20,"emotions, sentiments, modesty, recalcitrant emotions, attitudes",3,2013
1029,21,"physicalism, physical, dualism, phenomenal physical, properties",9,2013
1030,22,"vagueness, Harry bald, indeterminacy, absence fact, clear vagueness",6,2013
1031,23,"view groups, Gendler argues, race gender, subspecies, Haslanger",5,2013
1032,24,"colour, color experiences, color qualia, qualia, colour constancy",9,2013
1033,25,"personal identity, personal, fission, identity, persons",7,2013
1034,26,"fiction, imagination, trivial arguments, desires make, fictional",2,2013
1035,27,"knowledge, infallibilism, transmission, epistemic closure, Wright analysis",8,2013
1036,28,"disagreement, peer disagreement, epistemic, peers, inclusiveness",10,2013
1037,29,"aesthetic, art, artistic, artistic value, aesthetic judgements",4,2013
1038,30,"natural theology, theology, based objection, God, world argument",4,2013
1039,31,"libertarianism, consequence argument, determinism, rollback, Mind Argument",8,2013
1040,32,"Hume, inductive, induction, Reids objections, impossible claims",6,2013
1041,33,"rule following, cold mean, correctness conditions, Wittgenstein, correctness",1,2013
1042,34,"Object, Kant, One Object, Object view, Metaphysical One",4,2013
1043,35,"perceptual, experiences, factive evidence, perceptual justification, Conservatism",4,2013
1044,36,"conditionals, subjunctive, subjunctive conditionals, indicative conditionals, subjunctive versions",7,2013
1045,37,"ontological, parsimony, ideological parsimony, metaontological realism, ontology",6,2013
1046,39,"paradoxes, problem true, shrieking, degree belief, liar paradox",4,2013
1047,40,"causation, Kim, Exclusion Argument, Causal Exclusion, physical realizer",6,2013
1048,41,"Plato, Aquinas, Socrates, sufficiency thesis, one",4,2013
1049,42,"distributed knowledge, dynamic epistemic, contraction, dynamic, logics",5,2013
1050,43,"reflective knowledge, virtue, reflective, virtue epistemology, competence",5,2013
1051,44,"skeptical arguments, underdetermination, closure, NozickDretske seem, response rests",2,2013
1052,45,"non domination, injustice, freedom, zombie, epistemic injustice",2,2013
1053,46,"counterfactuals, counterfactual, similarity, counterpossibles, semantics",7,2013
1054,47,"law, necessitarianism, perspectivalist, primitive laws, scientific law",4,2013
1055,48,"knowledge, Stanley Williamson, propositional knowledge, knowing ascriptions, Ryle",4,2013
1056,49,"explanatory, domain invariant, theories explanation, absences omissions, philosophical",4,2013
1057,50,"intuitions, philosophical, philosophy, epistemic intuitions, experimental philosophy",14,2013
1058,51,"propositions, unity proposition, theory successful, Benacerraf problems, individuates propositions",6,2013
1059,53,"testimonial, testimonial belief, Goldberg examples, unsafe testimony, epistemology testimony",7,2013
1060,54,"autism, mindreading, theory mind, spectrum disorder, disorder",5,2013
1061,55,"basic action, intentional action, agent knowledge, intention, actions",5,2013
1062,56,"knowledge account, assertions, knowledge, account assertion, KAA well",7,2013
1063,57,"deflationists, deflationism, inflationists, deflationary, towards truth",2,2013
1064,58,"design stance, conceptual analysis, design, concepts, Dennett",4,2013
1065,59,"deprivation account, deprives, deprivation, birth, goods care",4,2013
1066,60,"testimonial information, tense judgements, past tense, information, Bernecker attacks",3,2013
1067,61,"dispositions, disposition, analysis dispositions, conditional analysis, dispositions possibility",2,2013
1068,62,"attitude reports, content, Millianism, attitudes, propositional",6,2013
1069,63,"hallucination, Realism, disjunctivism, Direct Realism, objects awareness",3,2013
1070,64,"idealized epistemology, philosophers seldom, epistemology Aristotle, concept philosophers, Descartes consider",1,2013
1071,65,"deception, self deception, deceive, lie, false",5,2013
1072,66,"Leibniz, God, Spinoza metaphysics, metaphysics, modal truths",4,2013
1073,67,"introspective knowledge, introspective, introspection, judge valuable, appealing think",2,2013
1074,68,"layered structure, grounding explanations, structure, sort termed, appeal explanations",1,2013
1075,69,"models, fictions, scientific, icons, sign",5,2013
1076,70,"metaphysics, cosmic, cosmic significance, Deweys views, idea cosmic",5,2013
1077,71,"pain, terms pain, character pain, pleasant unpleasant, representational content",3,2013
1078,72,"Sleeping Beauty, thirder, Horgan, Beauty problem, knowledge awake",3,2013
1079,73,"probability, frequentist, deterministic model, interpretation probability, frequentist interpretation",4,2013
1080,74,"coherence, coherence evidence, coherence contents, evidence hypothesis, offset aspects",2,2013
1081,75,"knowability, knowability principle, Church Fitch, Fitch paradox, knowability paradox",3,2013
1082,76,"agree tropes, accept tropes, Philosophers accept, identificational sentences, adjectives Socrates",1,2013
1083,77,"dispositional, degree, powers, roles, physical modality",5,2013
1084,78,"consciousness, Kriegel argument, subject experience, accompanied peripheral, peripheral awareness",3,2013
1085,79,"vague predicates, vague, suspect nihilism, reason resist, suspect",1,2013
1086,80,"epistemic modals, sentences, modal, feet, orthodox",5,2013
1087,81,"luck, luck epistemology, epistemology, cases environmental, belief true",3,2013
1088,82,"absurdity, Moorean beliefs, irrationality, capital Thailand, beliefs",4,2013
1089,83,"truthmaker principle, correspondence theory, development correspondence, theory truth, truthmaking",3,2013
1090,84,"Alternative Possibilities, Principle Alternative, Widerker, Pereboom, agent",5,2013
1091,85,"imagine His, way 2009, thinking actions, identifies flaw, debate zombie",1,2013
1092,86,"manipulation, manipulation argument, Todd, hard line, moral responsibility",4,2013
1093,87,"first person, co cognitivism, co cognition, person proposition, assert believe",2,2013
1094,88,"logic according, claims logic, famous problems, logic metaphysically, epistemic paper",1,2013
1095,-1,"one, argue, paper, trust, account",182,2014
1096,0,"normative, Gaus, morality, argue, justice",65,2014
1097,1,"belief, epistemic, evidence, justification, credence",38,2014
1098,2,"numbers, proofs, Galois, Grothendieck, arithmetical",21,2014
1099,3,"proper names, indexical, Philosophy, reference, Hesperus",12,2014
1100,4,"ought, moral recklessness, normative reasons, desires, rationality",11,2014
1101,5,"cognitive, cognition, neuroscience, structural representations, receptor",13,2014
1102,6,"modal, modal realist, Zalta, counterpart theory, modal continuity",5,2014
1103,7,"decision theory, theory, utility, Causal Decision, Invariance",13,2014
1104,8,"Humeanism, quantum mechanics, holistic, quantum physics, quantum theory",6,2014
1105,9,"temporal, tensed, past, growing universe, naïve inheritance",8,2014
1106,10,"biological, biology, biological functions, natural kinds, species",5,2014
1107,11,"context, coreference, jure coreference, indexicals, linguistic",14,2014
1108,12,"scientific, publish, collective knowledge, scientists, influence",7,2014
1109,13,"causal, causation, causal inference, causal emergentism, causal relations",8,2014
1110,14,"contextualism, knowledge ascriptions, knowledge, relativism, assessment",12,2014
1111,15,"science, scientific theories, realism, scientific realism, Kuhn",9,2014
1112,16,"visual experience, perceptual, shapes, perception, apparent motion",6,2014
1113,17,"strict tolerant, logic, tolerant calculus, representational validity, truth preservation",6,2014
1114,18,"composition, Aust Phil, instantiation, vagueness argument, junk",4,2014
1115,19,"responsibility, blame, moral responsibility, blameworthiness, blameworthy",12,2014
1116,20,"emotions, emotion, bodily perceptions, Emotions, emotional",7,2014
1117,21,"supervenience, supervenience mechanistic, definitions supervenience, mechanistic constitution, connect science",1,2014
1118,22,"graded membership, assuming theories, graded, ordering supervaluationism, ordering",2,2014
1119,23,"gender, gender race, constructionism, Haslanger, oppression",1,2014
1120,24,"colour similarity, similarity, similarity argument, constant colour, taxonomies",3,2014
1121,25,"personal identity, Reductionist, narrative account, person stages, psychological continuity",4,2014
1122,26,"fictional entities, fictional characters, ontological dependence, characters, fictions",7,2014
1123,27,"knowledge, epistemic closure, puzzle, cases, falsehood",8,2014
1124,28,"peer disagreement, reliability, conciliationism, irrelevant influences, social",7,2014
1125,29,"aesthetic judgements, aesthetic, forming aesthetic, descriptive claim, form aesthetic",1,2014
1126,30,"epistemology religion, religion, God, epistemology, belief God",1,2014
1127,31,"libertarianism, Free Will, event causal, causal libertarianism, causal libertarians",6,2014
1128,32,"Hume, inductive, Hume positive, Treatise, inferences",9,2014
1129,33,"Wittgenstein, mathematical statements, Wittgenstein attack, dualism, inner outer",3,2014
1130,34,"Kant, non conceptualism, Fact Reason, Kant doctrine, conceptualism",2,2014
1131,35,"beliefs, cognitively penetrated, statistical inference, perceptual experience, etiologies",4,2014
1132,36,"embedded interrogatives, conditionals Among, compositionality feature, antecedent relevance, semantics captures",1,2014
1133,37,"Hirsch, ontological, ordinary objects, Thomasson, merely verbal",6,2014
1134,38,"externalism, content externalism, externalists, Bergmann, internalists sense",5,2014
1135,39,"paradox, Liar, paradoxes, confliction, conflicting rules",3,2014
1136,40,"causal, causation, mental causation, dependency conception, effects identical",4,2014
1137,41,"Stoics, Stoic account, era, Aquinas, internalist",4,2014
1138,42,"dynamic, agent believes, varphi, implicit knowledge, dependence logic",7,2014
1139,43,"virtue, virtue epistemology, virtues, intellectual virtues, cognitive success",4,2014
1140,44,"skepticism, problematics, sceptical, empirical certainty, thing hand",2,2014
1141,45,"pluralistic ignorance, social, credit theory, collective, groups",5,2014
1142,46,"counterfactuals, counterfactual, semantics, semantics counterfactuals, admissible context",6,2014
