,Topic,Words,Frequency,Timestamp
744,83,"Alternate Possibilities, Principle Alternate, Fischer style, counterexamples Principle, replacement",2,2009
745,85,"criticism version, debate response, counterfactually provide, desert stake, responsibility best",1,2009
746,86,"really nothing, really, first person, heretical views, entity What",4,2009
747,87,"conventionalismC, truths, Quines philosophy, conventionalist claims, priori",2,2009
748,-1,"argument, paper, two, properties, theory",216,2010
749,0,"Foole, moral relativist, average moral, ethical, happiness",42,2010
750,1,"justification, evidence, belief, confirmational, probable evidence",30,2010
751,2,"mathematical, mathematical coincidence, Kant, nominalists, Euclids",11,2010
752,3,"anti Humeanism, Heuer, ought, naive, desires",16,2010
753,4,"maze, water maze, cognitive, cognitive extension, molecular",7,2010
754,5,"modality, necessitist, contingentist, extract cash, impossible propositions",8,2010
755,6,"decision theory, color problem, theory, causal decision, Fox",12,2010
756,7,"metaphysical indeterminacy, metaphysical, Newman objection, quantum mechanics, completely successful",5,2010
757,8,"account tensed, tensed belief, absence orthodoxy, argument presentism, argument absence",5,2010
758,9,"species, species category, biological, trait token, species problem",6,2010
759,10,"individuals overall, internal factors, cases mismatch, utterances, reference determined",9,2010
760,11,"philosophy science, communities, trust, scientific, research",10,2010
761,12,"causation, actual causation, causal, state changes, individuals events",10,2010
762,13,"taste, relative truth, intuitions disagreement, sentences, knowledge account",6,2010
763,14,"transcendental arguments, gene concept, concept, science, gene",8,2010
764,15,"perceptual, perceptual experience, circular shaped, ways appearing, bracelet",6,2010
765,16,"defeasible, validity, logics, strict rules, defeasible logic",2,2010
766,17,"simples, heterogeneous simples, heterogeneous, anti symmetry, parthood",12,2010
767,19,"emotion shame, failure live, standards norms, accomplishments, view shame",2,2010
768,20,"concept strategy, Hofweber, phenomenal concept, object dependent, physical objects",2,2010
769,21,"vagueness, unclarity, borderline cases, order vagueness, vague",8,2010
770,22,"Langton, identify groups, biomedicine, silencing, desiderata",5,2010
771,23,"color, Travis, concepts, look like, demonstrative elements",6,2010
772,24,"fission, substance concept, animal, contend fission, core normative",4,2010
773,25,"fictional, creative hypothesis, impersonal third, fictional narratives, person fictional",6,2010
774,26,"Counter Closure, Closure, principle Counter, knowledge, case discuss",5,2010
775,27,"conformity, peer disagreement, defeater view, reliability, epistemic superiors",6,2010
776,28,"art, non art, failed art, art objects, art theory",4,2010
777,29,"IT services, theism, Incarnation, traditional Christianity, religious music",6,2010
778,30,"Mind Argument, psychological laws, choice anything, anything happens, determinism",3,2010
779,31,"Skepticism Naturalism, Humes Treatise, Irreligion, Naturalism Irreligion, Paul Russells",1,2010
780,32,"meaning, labels semantic, content proposed, argument lucid, considerations mixed",1,2010
781,33,"Kants, self, objects space, argue Kants, Paralogisms",3,2010
782,34,"perceptual knowledge, conceptualism, knowledge discrimination, epistemological advantage, epistemological",2,2010
783,35,"conditionals, indicative conditionals, If house, soon look, look quite",7,2010
784,36,"almost nothings, merely verbal, ontological, metaontological dispute, deflationists",3,2010
785,37,"internalism, weak construal, construal internalism, Bergmann dilemma, construal",3,2010
786,38,"Pinocchio, liar paradox, nose, De Sa, truth",4,2010
787,39,"realization, realization relation, piggyback principle, principle, relation",6,2010
788,40,"Kurdish, law, importance law, Kurdish schools, Aristotelian logical",2,2010
789,41,"agents, resource bounded, explicit knowledge, ascription beliefs, iterated contraction",5,2010
790,43,"Borei, sceptical challenges, sceptical, believe, informational scepticism",4,2010
791,45,"Bennett Hypothesis, might counterfactuals, Hypothesis, counterfactuals Bennett, But Bennett",1,2010
792,46,"anti Humean, modal character, metaphysically contingent, contingent truths, laws nature",2,2010
793,48,"seek tell, ambitious theories, explanatory, sensitivity, restrict",2,2010
794,49,"determinate concept, concept possession, argue Bealer, intuition philosophy, possession",2,2010
795,50,"Denyer recent, book unity, criticisms Nicholas, replies criticisms, Nicholas Denyer",1,2010
796,51,"Argument Temporary, Temporary Intrinsics, give Weak, Supplementation Principle, type solution",3,2010
797,52,"deception, reductionism, merits reductionist, laboratory settings, antireductionist policy",1,2010
798,53,"mirrored understanding, neurons monkeys, intentional understanding, empathy, sensations emotions",2,2010
799,54,"hit targets, cannot hit, intended hit, skilled activity, player knows",3,2010
800,55,"centered content, assertions centered, evaluated truth, content assertion, extending",2,2010
801,56,"deflationism, truth, approach reconciliation, nonfactualism, theorems",5,2010
802,57,"concept, Machery, based theories, characterization, contrast classical",4,2010
803,58,"Our Stories, obligation preserve, self expression, preservation species, species construed",3,2010
804,59,"memory, perspective, personal memory, constructive processes, sensory image",2,2010
805,60,"finks masks, habitual analysis, Faras habitual, disposition manifesting, paradigmatic dispositions",4,2010
806,61,"property theory, objections, non existence, attitudes, theory content",2,2010
807,63,"Descartes, Catholic, Meditations, Latin, theological",1,2010
808,64,"philosophical definition, standard philosophical, deceive, lie, viz lies",1,2010
809,65,"Spinoza, incompossibility, Leibniz anti, corporeal substances, conscious",5,2010
810,67,"Zeno like, isomorphic, paradoxes still, Benacerraf critique, described Alper",1,2010
811,68,"value practice, scientific, descriptions missing, representation, systems",7,2010
812,69,"metaphysics Scientific, status metaphysics, Fraassen concerning, role status, questions posed",1,2010
813,70,"pain, imperative, itch, imperative account, Pollock",3,2010
814,71,"Beauty, Sleeping Beauty, Judy, Dutch book, book made",8,2010
815,72,"nature probability, failure promises, interpretations Section, outlines pragmatic, notion transmission",2,2010
816,74,"knowability, true unknown, Fitchs paradox, Fitchs, knowability principle",10,2010
817,75,"cp laws, metalinguistic knowledge, generics, natural kinds, instance contingent",2,2010
818,76,"fundamental properties, Lewis, Most responses, properties Most, language Dispositional",2,2010
819,77,"qualia, phenomenal properties, theorists, qualia theorists, properties Qualia",1,2010
820,78,"concept paradox, judging acknowledging, mirroring principle, truth thought, incomplete",2,2010
821,79,"epistemic modals, informational consequence, epistemic, observation sentences, disagreements statements",2,2010
822,80,"luck program, event, luck, anti luck, understand improbability",1,2010
823,81,"pragmatic paradox, Moorean sentences, Davies, third person, absurdity beliefs",2,2010
824,82,"truthmaker, composed fifty, Possibility principle, makes true, Armstrongs",4,2010
825,83,"Dilemma Defense, Alternative Possibilities, Principle Alternative, Frankfurt cases, Dilemma",5,2010
826,85,"manipulation, Case Argument, Four Case, Perebooms argument, soft line",2,2010
827,87,"Kant Bolzano, Bolzanos views, priori knowledge, synthetic distinction, implicit definition",2,2010
828,-1,"philosophy, Philosophy 89, argument, science, Philosophy",244,2011
829,0,"moral, normative, ethics, globalist attitudes, eugenics",42,2011
830,1,"favoring, evidence, epistemic, belief, epistemic reasons",14,2011
831,2,"axioms, graphical structuralism, well orderings, meta mathematical, category theory",11,2011
832,3,"desires, naïve, persons, reason giving, normative",16,2011
833,4,"mechanistic, parity principle, extended mind, functional analyses, computational theory",9,2011
834,5,"modal, modal epistemology, possible worlds, modality, iterated modalities",15,2011
835,6,"weak expectations, game, rational price, value individual, Pascals Wager",10,2011
836,7,"Everettian, underdetermination, phenomena physics, recent results, Lewis",8,2011
837,8,"time, time passes, false relative, present, tensed",12,2011
838,9,"Okasha, natural selection, e2, Price approach, evolutionary",11,2011
839,10,"subsentences, reflexive truth, free enrichment, proposition expressed, utterance",3,2011
840,11,"severity, collective scientific, scientific, non experts, hypothesis",4,2011
841,12,"causal, causation, causal minimality, rule following, exclusion",8,2011
842,13,"pattern, pattern intuitions, contextualism, principle knowledge, aesthetic",9,2011
843,14,"scientific, scientific realism, realism, theories, correspondence theorem",16,2011
844,15,"Ismael, sensory phenomenology, size experience, austere relationalists, perceptual content",6,2011
845,16,"harmony, Tennant, intuitionistic, Harmony requirement, notion harmony",6,2011
846,17,"proper part, Compositionalism, pluralist, material proper, parthood",7,2011
847,18,"holding responsible, responsibility, blame, moral responsibility, Watson",5,2011
848,19,"reactive, reactive love, interaction lover, valence, reactive attitudes",5,2011
849,20,"ascriptivism, physicalism, physicalists, Dictum, concepts",8,2011
850,21,"vagueness, Harry bald, order vagueness, make heap, supervaluationism",8,2011
851,23,"color vision, color illusion, inverted color, colour, conception",3,2011
852,24,"complex view, many many, psychological continuity, one relation, identity",6,2011
853,25,"fictional characters, imaginings, characters, imaginative, Sect",4,2011
854,26,"infallibilism, CKAs, closure, knows, sensus divinitatis",5,2011
855,27,"disagreement, Equal Weight, compromise, peer, sure beliefs",5,2011
856,28,"aesthetic, art, source aesthetic, aesthetic value, pessimism",4,2011
857,29,"God, God existence, business, heaven, organization",6,2011
858,30,"Basic Argument, libertarianism, causal libertarianism, Clarke argue, contributing action",6,2011
859,31,"Miracle Argument, white globe, underdetermination, problem induction, formalize",3,2011
860,32,"Wittgenstein, transcendental, diagnostic, Investigations She, setting interpretation",4,2011
861,33,"Kant, possibility compatibility, idealism, perceptual awareness, necessity",4,2011
862,34,"Empiricism Experience, concept formation, abstractionism, perception, Empiricism",7,2011
863,35,"posteriori speakers, posteriori, priori seems, lights priori, sentences sort",2,2011
864,36,"formal ontology, simple ontological, post positivist, metametaphysical questions, semantic issues",3,2011
865,37,"Goldman argument, Goldman, internalism, dilemma, awareness internalism",2,2011
866,38,"truth teller, liar, sentences, paradoxes, false",7,2011
867,39,"mental causation, causation, exclusion, mental physical, Functionalism",6,2011
868,41,"pal, glue logic, public announcement, dialogue, dynamic",4,2011
869,42,"Sosa, cognitive goal, intellectual, virtue, Ernest",5,2011
870,43,"evidence argument, true, external world, argument, New Rationalism",5,2011
871,44,"authorship, minimal account, agents works, relative works, simpliciter claim",1,2011
872,45,"biconditionals, counterfactuals, conditions coming, worlds, million",5,2011
873,46,"meta laws, displacements, relativity, cover meta, extending BSA",1,2011
874,47,"know propositional, functional role, propositional knowledge, state characterized, Know mental",1,2011
875,48,"whole science, biological sciences, explanations part, complemented order, categories explanation",1,2011
876,49,"intuitive judgements, judgements, intuition experiences, attitudes dispositions, rationalism",2,2011
877,50,"predicate abstraction, predicate, yield sentence, syntax, combines one",1,2011
878,51,"persisting objects, persisting, objects, perdurance, temporal",3,2011
879,53,"simulationist, mindreading, simulationist theories, extra cognitive, rationality theory",2,2011
880,54,"Di Nucci, View, failed understand, examples arguing, dialectic argument",1,2011
881,55,"account assertion, act demonstration, Sincerity, proof object, type theory",6,2011
882,56,"causal correspondence, systematically successful, systematic practical, correspondence, deflationary view",1,2011
883,57,"analysis, expressivist, theory conceptual, representational content, might based",1,2011
884,58,"specie aeternitatis, standards meaningfulness, meaningfulness, context cosmos, meaningful shun",2,2011
885,59,"memory, epistemic theory, book Memory, theory memory, Memory Sven",3,2011
886,60,"conditional analysis, getting specific, analysis, positive proposal, analysis dispositions",4,2011
887,61,"independence, world individual, individual need, formulae independent, attributions reformulated",3,2011
888,62,"nonconceptual structures, analogous nonconceptual, notion introspective, introspective indiscriminability, certain basis",3,2011
889,63,"Cartesianism, must reasons, conclusion Cartesianism, Cartesianism knowledge, Cartesian Infallibilist",1,2011
890,64,"knowledge lie, knowledge lies, Dr, deceive, lies",1,2011
891,65,"monads, theory monads, Leibnizs metaphysics, corporeal, metaphysics focuses",1,2011
892,66,"anti individualism, Peter reasoning, Validity Requirement, Requirement, individualism",1,2011
893,68,"modeling, Giere, scientific, theories, entities",3,2011
894,70,"heterogeneity, theory pleasure, various experiences, among known, wrong backwards",1,2011
895,71,"Beauty, Sleeping Beauty, Sleeping, When wakes, arity",3,2011
896,72,"probability, probabilities, counterfactual probability, view probability, argued chance",4,2011
897,73,"coherence, produce justification, truth conducive, Coherence held, foundationalist basic",2,2011
898,75,"chocolate, claim meanings, assignments, rigidity, kind terms",3,2011
899,76,"dispositional, Argument Science, baseless, baseless dispositions, dispositional essentialist",2,2011
900,77,"consciousness, phenomenal consciousness, self representational, higher order, Weisberg",4,2011
901,78,"composed senses, thoughts compositionally, compositionally complex, composed, conceptual contents",1,2011
902,79,"challenge cases, Kratzer, involve epistemic, modulates modality, expressed across",1,2011
903,80,"br, Knowing Luckily, Proposal, luck platitude, platitude",1,2011
904,81,"justification believe, conservatism, Moores proof, believe conservatism, follow argument",3,2011
905,82,"truthmaking, project essentially, explanation truthmakers, central truthmaking, obstacle standard",1,2011
906,83,"clear Jones, wants, PAP false, Frankfurtians, action Black",3,2011
907,84,"Many Many, Many Problem, bodily action, necessary part, perceptual",3,2011
908,85,"compatibilist conditions, moral responsibility, acting freely, compatibilist, conditions acting",3,2011
909,86,"immune error, IEM, experience misrepresented, distinctive security, empirical reports",2,2011
910,87,"truth convention, true convention, indispensible natural, convention directed, Quine criticisms",2,2011
911,-1,"Philosophy, belief, one, life, paper",241,2012
912,0,"moral, liberalism, normative, public reason, institutional virtue",43,2012
913,1,"belief, evidence, knowledge, epistemic, evidence thesis",36,2012
914,2,"diagrams, mathematics, geometry, Kepler, diagram",30,2012
915,3,"rationality, desires, agency, intend, logic obligation",16,2012
916,4,"non neural, Supersizing Mind, computational level, cognition, Mind",2,2012
917,5,"possible worlds, modality, Socrates, propositions, worlds analysis",15,2012
918,6,"mixed strategies, Monton, heuristics, decision theory, Pascal Wager",16,2012
919,7,"quantum, space, dimensional space, quantum mechanics, graphical",13,2012
920,8,"presentism, times, grounding argument, propositions, presentist",13,2012
921,9,"emergence, emergent, organization, Darwinism, autopoiesis",16,2012
922,10,"MUMPS, languages, jure co, linguistic, idiolects",9,2012
923,11,"philosophy, disciplinary philosophy, authorship, collaboration, papers",2,2012
924,12,"causal, causation, basing relation, ceteris paribus, transitivity",12,2012
925,13,"contextualism, context, epistemic contextualism, circumstance evaluation, involving disagreement",13,2012
926,14,"understanding factive, privilege, scientific understanding, scientific idealizations, idealizations producing",2,2012
927,15,"properties egocentric, perspectival character, egocentric space, properties allocentric, sized trees",7,2012
928,16,"2SDL, sequents, conclusion sequents, 1985, Implicit Definition",12,2012
929,17,"zero dimensional, restrictivist, dimensional material, bare particulars, properties",6,2012
930,18,"skeptical arguments, species explanatory, according judgments, thinking responsibility, hypothesis provides",1,2012
931,19,"emotions, lyrical emotions, epistemic personhood, virtue humility, achievement goals",5,2012
932,20,"superfunctionality claim, Phenomenal Concept, epistemological questions, metaphysical questions, functional relations",4,2012
933,21,"intension, theory vagueness, induction step, like God, semantic",7,2012
934,22,"race debate, racial realism, biological racial, biological, real biological",1,2012
935,23,"colour, phenomenological character, qualia, colour experiences, colour representation",4,2012
936,24,"ﬁssion, persons, person affecting, sense conception, animalism",7,2012
937,25,"imaginativeness, imaginative, fictional, imagination, imaginative resistance",9,2012
938,26,"Wright, Gettier cases, transmission failure, arguments Vogel, knowledge",7,2012
939,27,"Conciliationism, Uniqueness, reasoning equal, uniqueness theses, indifference reasoning",2,2012
940,28,"mismatching, race mismatching, art, race, aesthetic",5,2012
941,29,"God, Godless, choice Godless, Himself Who, God Himself",4,2012
942,30,"IoC, skepticism, free skepticism, control, BT",5,2012
943,31,"religions, Humes, popular religions, justification religious, artificial virtues",3,2012
944,32,"structure reasons, Wittgenstein, advocating life, rational practices, book contemplative",2,2012
945,33,"geometrical, geometry, Kant theory, spatial intuition, role geometry",2,2012
946,34,"perceptual knowledge, response scepticism, scepticism, world correctness, picture conception",2,2012
947,35,"Ramsey Test, conditional, Diachronic, links credence, indicatives",9,2012
948,36,"evaluative questions, stake, value universe, inhabit good, exists fear",1,2012
949,37,"internalism, justificatory, counterpart propositions, internal difference, metaphysics belief",3,2012
950,38,"liar, liar paradox, semantic paradoxes, solution liar, paradox show",6,2012
951,39,"exclusion problem, causal work, exclusion, causation, autonomy approach",5,2012
952,41,"action models, multi agent, action emulation, bisimulation, models gives",7,2012
953,42,"virtue, conception virtue, unifying consideration, virtue function, inquiry based",3,2012
954,43,"Conservativist, skepticism, ordinary propositions, Epistemic Closure, scepticism",7,2012
955,44,"rationality, collective acts, acts, committee, evaluable rationality",1,2012
956,45,"counterfactuals, counterfactual reasoning, causal modeling, counterfactual identity, modeling semantics",6,2012
957,47,"species claim, genus species, genus, briefly addresses, order production",5,2012
958,48,"existing measures, adequately way, across science, turn rely, cause explanatory",1,2012
959,49,"platonic, philosophical, intuitions philosophy, epistemic intuitions, traditional philosophical",4,2012
960,50,"propositions, believes thinks, proposition talk, error theoretic, pretense",3,2012
961,51,"problem temporary, temporary intrinsics, intrinsics, intrinsics also, McTaggart argument",2,2012
962,52,"testimony, testifiers, value evidence, recipients testimony, informant",4,2012
963,53,"mirror neurons, mindreading, mirror, theory mind, joint action",5,2012
964,54,"Authorship, Authorship view, Are reasons, causes action, reasons acting",2,2012
965,55,"epistemic norm, assertion, president whereabouts, KAA argue, assertion KAA",5,2012
966,57,"Conceptualism, pursued armchair, basis understanding, According Conceptualism, questions purely",1,2012
967,58,"meaningfulness, meaningful life, ISSN, death narrative, meets objective",3,2012
968,59,"nostalgia, nostalgia directed, Proustian nostalgia, philosophy memory, memories",2,2012
969,60,"dispositional analyses, dispositional, dispositionalcategorical, dispositionalcategorical distinction, thesis",5,2012
970,61,"clause, entities might, case agentbelieves, beliefreport form, belief apropositional",1,2012
971,62,"Numbers Hallucinations, Azzounis Talking, Hallucinations, Hallucinations Fictions, Jody Azzounis",1,2012
972,63,"Descartes, medieval, consciousness, functional analysis, epistemic circularity",6,2012
973,64,"conditionals, worse merely, lying morally, lie, implicatures",2,2012
974,65,"Spinoza, mill argument, Leibniz gave, necessitarianism, definition perception",4,2012
975,67,"regiment, refocuses, incoherent fruitless, fruitless vindicates, distracting",1,2012
976,69,"metaphysics, naturalistic metaphysics, non naturalistic, science, metaphysical",6,2012
977,70,"affective phenomenology, qualia theory, affective, phenomenology, bodily directed",3,2012
978,71,"third solution, countable additivity, additivity, halfer position, tension",2,2012
979,72,"mechanistic probability, FFF mechanistic, frequencies, compare aspects, frequencies FFF",1,2012
980,73,"coherence, reliability conducive, conducive, Stoneham, coherence measures",3,2012
981,74,"Church Fitch, Fitch, knowability logic, Fitch derivation, cut free",1,2012
982,75,"general term, open sentences, term, rigid designation, rigid designators",4,2012
983,76,"quidditism, austere quidditism, Barker Smart, dispositional monism, structuralism",3,2012
984,77,"functionally equivalent, qualia, absent qualia, Tye, basis concludes",1,2012
985,78,"equipollence reject, intensional isomorphism, isomorphism epistemic, criterion sameness, sameness Fregean",1,2012
986,79,"Quine, writings demonstrably, epistemic writings, core epistemic, demonstrably coherent",2,2012
987,80,"rationale distribution, consider theorists, luck widely, debate Sect, significance due",1,2012
988,81,"anti skeptical, Lehrer, knowledge although, foundationalism reasons, Mooreanism Lehrer",1,2012
989,82,"maximalism, maximalists, ducks bath, non maximalists, something existence",1,2012
990,83,"type counterexamples, flicker defense, incompatibilists, versions, kind presuppose",2,2012
991,84,"bodily, emotions tactile, feels reports, inner experience, bodily experience",1,2012
992,85,"compatibilists, manipulation, incompatibilism, agent causation, commitment comply",5,2012
993,87,"analyticity, challenge leads, Carnap subject, Quinean view, party fact",1,2012
994,-1,"argue, one, knowledge, paper, theory",217,2013
995,0,"moral, value, normative, argue, evil",76,2013
996,1,"belief, epistemic, evidence, confirmation, thesis",52,2013
997,2,"numbers, mathematics, productivity principle, undecidability, sets",15,2013
998,3,"reasons, motivational, moral opinions, ought, idealisations",21,2013
999,4,"passivity, EC, Merleau Ponty, cognitive vehicles, cognition",3,2013
1000,5,"modal, counterpart, possible worlds, ideal agents, logic",25,2013
1001,6,"choice, heuristic, money pump, decision theory, Newcomb paradox",14,2013
1002,7,"quantum mechanics, bundles, ontology, properties, identity individuality",11,2013
1003,8,"temporal, order duration, succession, new tenseless, temporal experience",12,2013
1004,9,"genes, population level, chromosomes, biology, experimental background",8,2013
1005,10,"communication, semantic, token, linguistic, reflexivity",12,2013
1006,11,"interdisciplinary, interdisciplinarity, research, interdisciplinary research, interdisciplinary communication",9,2013
1007,12,"causation, negative causation, difference making, causal, exclusion problem",8,2013
1008,13,"contextualism, knowledge, relativism, blindness, contrastivist",11,2013
1009,14,"pessimistic induction, Fahrbach, pragmatic norms, Kuhnian mode, success reliable",9,2013
1010,15,"visual, seeing, perceptual content, perceptual, visible figure",10,2013
1011,16,"Curry, classical logic, logic, Consequence Argument, begging question",8,2013
1012,17,"identity, slogan, mereology, existence facts, object identical",8,2013
1013,18,"responsibility, moral responsibility, normative force, agent morally, reasons",13,2013
1014,19,"emotions, sentiments, modesty, recalcitrant emotions, good qualities",3,2013
1015,20,"physicalism, physicalist, physical, phenomenal physical, dualism",9,2013
1016,21,"Harry bald, indeterminacy, vagueness, indeterminate existence, absence fact",6,2013
1017,22,"race, groups, Gendler argues, race gender, subspecies",5,2013
1018,23,"color experiences, color qualia, qualia, constancy, colour",9,2013
1019,24,"survival, fission, personal identity, identity, TAA",7,2013
1020,25,"imaginations, numbers properties, fiction, three desiderata, make true",2,2013
1021,26,"infallibilism, transmission, knowledge, Wright analysis, probability infallibilism",8,2013
1022,27,"disagreement, peer disagreement, epistemic, peers, evidential support",10,2013
1023,28,"aesthetic, aesthetic judgements, artistic, artistic value, ontology art",4,2013
1024,29,"natural theology, theology, Swinburne, based objection, world argument",4,2013
1025,30,"consequence argument, rollback, Mind Argument, agents act, libertarianism",8,2013
1026,31,"Hume, Armstrong, impossible claims, Reids objections, answering",6,2013
1027,32,"cold mean, rule following, correctness conditions, Investigations, correctness",1,2013
1028,33,"Object, Object view, One Object, Metaphysical One, Kantian sensible",4,2013
1029,34,"rational source, factive evidence, perceptual, Conservatism, perceptual justification",4,2013
1030,35,"conditionals, subjunctive, subjunctive conditionals, indicative conditionals, indicative",7,2013
1031,36,"ontological, parsimony, metaontological realism, qualitative ideological, ontological criterion",6,2013
1032,38,"problem true, shrieking, paradoxes, degree belief, paradoxes counterpart",4,2013
1033,39,"Causal Exclusion, Exclusion Argument, properties, powers physical, realizer",6,2013
1034,40,"Aquinas, sufficiency thesis, Socrates, Plato, self reflective",4,2013
1035,41,"distributed knowledge, dynamic epistemic, axioms, logics, mathcalPAL",5,2013
1036,42,"reflective knowledge, reflective, competence, Sosas Knowing, 2010 view",5,2013
1037,43,"skepticism, skeptical arguments, gap objects, response rests, clear structure",2,2013
1038,44,"non domination, freedom, epistemic injustice, ideal freedom, contester",2,2013
1039,45,"similarity, counterpossibles, impossible worlds, Stalnaker semantics, aspects similarity",7,2013
1040,46,"law, primitive laws, necessitarianism, scientific law, scientific explanation",4,2013
1041,47,"intellectualist, Stanley Williamson, knowing ascriptions, knowledge, linguistic",4,2013
1042,48,"Nickel, absences omissions, theories explanation, philosophical, generalist position",4,2013
1043,49,"intuitions, philosophers, epistemic intuitions, armchair methodology, philosophical",14,2013
1044,50,"propositions, unity proposition, Benacerraf problems, individuates propositions, account individuates",6,2013
1045,52,"testimony, testimonial belief, Goldberg examples, unsafe testimony, non addressees",7,2013
1046,53,"autism, ToM deficit, spectrum disorder, disorder, conceptually demanding",5,2013
1047,54,"basic action, agent knowledge, intentional action, action identification, identification thesis",5,2013
1048,55,"assertion, assertions, knowledge account, KAA well, dubious",7,2013
1049,56,"deflationists, inflationists, inflationary, debates, quantifiers",2,2013
1050,57,"design, technical artefacts, conceptual analysis, perceptual representations, copies",4,2013
1051,58,"deprives us, deprivation account, deprives, deprivation, birth",4,2013
1052,59,"RK, tense judgements, testimonial information, past tense, information",3,2013
1053,60,"disposition, conditional, dispositions possibility, circumstances, stimulus",2,2013
1054,61,"attitude, Millianism, descriptions, embedded clause, attitude reports",6,2013
1055,62,"hallucination, Realism, Direct Realism, disjunctivism, constancies",3,2013
1056,63,"idealized epistemology, difference discipline, normative prescriptive, concept philosophers, focus epistemologists",1,2013
1057,64,"self deception, deceive, definition, make bullshit, deception failure",5,2013
1058,65,"Leibniz, Spinoza, God, Spinoza metaphysics, modal truths",4,2013
1059,66,"introspective knowledge, introspective, introspection, café nearby, item seems",2,2013
1060,67,"layered structure, grounding explanations, structure, molecules human, biological geological",1,2013
1061,68,"models, de idealize, icons, sign, idealize models",5,2013
1062,69,"cosmic, cosmic significance, Deweys views, idea cosmic, formulations realism",5,2013
1063,70,"unpleasant, terms pain, character pain, pleasant unpleasant, representationalism",3,2013
1064,71,"Beauty, Sleeping Beauty, thirder, Horgan, knowledge awake",3,2013
1065,72,"frequentist, interpretation probability, model based, based induction, frequentist interpretation",4,2013
1066,73,"coherence, coherence evidence, coherence contents, offset aspects, aspects relations",2,2013
1067,74,"knowability, Fitch, knowability principle, Fitch paradox, knowability paradox",3,2013
1068,75,"like linguistics, linguistics called, namely semantics, argues tropes, agree tropes",1,2013
1069,76,"physical modality, causal roles, dispositional, fundamental properties, metaphysics",5,2013
1070,77,"Kriegel argument, consciousness, subject experience, awareness experiences, peripheral awareness",3,2013
1071,78,"vague predicates, suspect nihilism, predicates, Frege, logical purposes",1,2013
1072,79,"epistemic modals, Yalcin, sentences, raining, feet",5,2013
1073,80,"luck, cases environmental, belief true, knowledge requires, luck epistemology",3,2013
1074,81,"absurdity, Moorean, irrationality, Moorean beliefs, capital Thailand",4,2013
1075,82,"truthmaker principle, correspondence theory, truthmaker, development correspondence, theory truth",3,2013
1076,83,"Principle Alternative, Alternative Possibilities, Widerker, Frankfurt, Evasion",5,2013
1077,84,"concept contribute, arguments earlier, addressed blocked, actions less, identifies flaw",1,2013
1078,85,"manipulation, manipulation argument, hard line, Todd, argument",4,2013
1079,86,"co cognitivism, co cognition, person proposition, assert believe, first person",2,2013
1080,87,"work analyticity, rather Quinean, though epistemology, analytic distinctive, according claims",1,2013
1081,-1,"trust, view, epistemic, belief, control",194,2014
1082,0,"moral, Gaus, morality, goods, scope",65,2014
1083,1,"belief, beliefs, epistemic, credence, argument",38,2014
1084,2,"numbers, Galois, Grothendieck, mathematics, proofs",21,2014
1085,3,"ought, recklessness, conflicting, normative, hypothetical imperatives",11,2014
1086,4,"structural representations, mechanistic, MC, receptor, cognition",13,2014
1087,5,"modal, modal realist, modal continuity, concrete distinction, adequacy",5,2014
1088,6,"decision theory, Invariance, theory, Goldman, dominance",13,2014
1089,7,"quantum, Humeanism, non separability, quantum physics, entanglement",6,2014
1090,8,"growing universe, temporal, past, naïve inheritance, universe theory",8,2014
1091,9,"biological, biological functions, functions, origin essentialism, biology",5,2014
1092,10,"jure coreference, Jazz, linguistic, linguistic context, basic set",14,2014
1093,11,"scientific, publish, collective knowledge, intermediate results, knowledge collective",7,2014
1094,12,"causal, causal inference, causal emergentism, causation, causal relations",8,2014
1095,13,"knowledge ascriptions, contextualism, assessment, knowledge, relativism",12,2014
1096,14,"scientific theories, inconsistency science, internally inconsistent, inconsistency, empirical adequacy",9,2014
1097,15,"visual experience, shapes, apparent motion, Self Location, pictorial experience",6,2014
1098,16,"strict tolerant, tolerant calculus, representational validity, truth preservation, must formalized",6,2014
1099,17,"Aust Phil, vagueness argument, composition, junk, instantiation",4,2014
1100,18,"blame, responsibility, blameworthiness, moral responsibility, blameworthy",12,2014
1101,19,"emotion, emotions, bodily perceptions, perceptual states, Emotions",7,2014
1102,20,"supervenience, definitions supervenience, supervenience mechanistic, mechanistic constitution, uninteresting theory",1,2014
1103,21,"assuming theories, graded membership, ordering supervaluationism, supervaluationism, generalize",2,2014
1104,22,"gender race, constructionism, Haslanger, oppression, race",1,2014
1105,23,"colour, colour similarity, similarity argument, constant colour, constancy",3,2014
1106,24,"Reductionist, personal identity, Elimination, narrative account, person stages",4,2014
1107,25,"entities, fictional entities, ontological dependence, fictional characters, fictions",7,2014
1108,26,"closure, knowledge, epistemic closure, falsehood, Entitlement",8,2014
1109,27,"irrelevant influences, debiasing, social, conciliationism, topology",7,2014
1110,28,"aesthetic judgements, judgements, forming aesthetic, descriptive claim, aesthetic",1,2014
1111,29,"epistemology religion, religion, epistemology, ideas mainstream, religious beliefs",1,2014
1112,30,"libertarianism, Free Will, Will, causal libertarians, matter luck",6,2014
1113,31,"Hume, Hume positive, negative argument, ideal observer, inductive inferences",9,2014
1114,32,"Wittgenstein, mathematical statements, Wittgenstein attack, dualism, outer",3,2014
1115,33,"Kant, Fact Reason, non conceptualism, Kant doctrine, often referring",2,2014
